ProductID,Category,Brand,Quantity,Price,Warehouse,Model
118,Laptop,Asus,63,143.48,Marseille,Model-327
119,Monitor,Samsung,121,90.34,Paris,Model-465
120,Desktop,Acer,172,432.06,Paris,Model-335
121,Desktop,Logitech,148,341.36,Paris,Model-358
122,Accessory,Samsung,103,409.62,Paris,Model-481
123,Laptop,Samsung,104,994.52,Marseille,Model-119
124,Laptop,Dell,57,881.07,Marseille,Model-202
125,Monitor,HP,22,137.55,Paris,Model-200
126,Accessory,HP,33,187.12,Paris,Model-19
127,Laptop,Dell,29,631.23,Lyon,Model-198
128,Desktop,HP,198,790.03,Paris,Model-108
129,Desktop,Asus,11,140.96,Marseille,Model-199
130,Monitor,Asus,163,162.08,Lyon,Model-122
131,Desktop,Samsung,191,278.53,Lyon,Model-240
132,Laptop,Lenovo,74,690.46,Paris,Model-386
133,Accessory,Logitech,90,813.55,Lyon,Model-378
134,Accessory,Asus,40,1483.61,Marseille,Model-204
135,Accessory,Acer,103,788.52,Paris,Model-40
136,Accessory,Logitech,176,60.1,Paris,Model-330
137,Desktop,Lenovo,21,1004.93,Marseille,Model-381
138,Desktop,Dell,74,1043.48,Paris,Model-15
139,Accessory,Lenovo,123,1469.83,Marseille,Model-125
140,Accessory,Asus,33,889.05,Lyon,Model-15
141,Laptop,Samsung,200,858.37,Paris,Model-155
142,Laptop,Samsung,195,316.43,Paris,Model-7
143,Monitor,Logitech,84,210.37,Lyon,Model-48
144,Accessory,Dell,90,22.56,Paris,Model-61
145,Monitor,Acer,171,33.95,Paris,Model-54
146,Monitor,Dell,130,1332.17,Marseille,Model-153
147,Desktop,Acer,68,1244.1,Lyon,Model-386
148,Monitor,Logitech,84,657.06,Paris,Model-264
149,Monitor,Dell,161,369.42,Marseille,Model-497
150,Monitor,Samsung,56,346.07,Lyon,Model-360
151,Accessory,Dell,123,963.09,Lyon,Model-186
152,Desktop,Lenovo,104,1287.44,Marseille,Model-38
153,Monitor,Asus,95,70.95,Marseille,Model-12
154,Accessory,Lenovo,102,846.76,Lyon,Model-165
155,Monitor,Dell,29,1122.92,Paris,Model-379
156,Desktop,Asus,58,1388.96,Paris,Model-115
157,Laptop,Dell,53,1155.25,Lyon,Model-410
158,Desktop,Acer,195,1478.76,Marseille,Model-465
159,Accessory,Logitech,29,1155.31,Marseille,Model-18
160,Monitor,Logitech,22,829.01,Marseille,Model-215
161,Laptop,HP,50,1113.56,Marseille,Model-115
162,Desktop,Lenovo,170,669.16,Lyon,Model-3
163,Monitor,Lenovo,51,763.1,Paris,Model-173
164,Monitor,Lenovo,37,259.48,Paris,Model-358
165,Monitor,Dell,105,586.57,Paris,Model-185
166,Desktop,Logitech,175,420.49,Marseille,Model-389
167,Monitor,Lenovo,68,370.16,Lyon,Model-376
168,Monitor,Acer,15,379.73,Marseille,Model-422
169,Desktop,HP,70,1470.27,Lyon,Model-407
170,Monitor,Dell,93,847.64,Lyon,Model-352
171,Monitor,Lenovo,60,528.92,Marseille,Model-127
172,Monitor,Dell,160,30.95,Lyon,Model-83
173,Laptop,Logitech,191,1384.9,Lyon,Model-459
174,Laptop,Logitech,77,1432.32,Marseille,Model-397
175,Monitor,Acer,23,537.72,Marseille,Model-309
176,Desktop,Acer,120,1307.31,Marseille,Model-104
177,Desktop,Asus,90,268.9,Marseille,Model-463
178,Laptop,Samsung,46,993.31,Paris,Model-462
179,Monitor,Logitech,172,1378.64,Paris,Model-473
180,Laptop,Logitech,122,1234.4,Marseille,Model-419
181,Monitor,Samsung,200,325.57,Marseille,Model-201
182,Accessory,HP,59,404.12,Paris,Model-272
183,Accessory,Lenovo,197,363.0,Lyon,Model-122
184,Desktop,HP,20,1391.13,Lyon,Model-364
185,Desktop,Samsung,12,478.07,Marseille,Model-235
186,Monitor,HP,97,1129.31,Marseille,Model-252
187,Monitor,Acer,22,1004.25,Lyon,Model-92
188,Accessory,Acer,84,745.11,Lyon,Model-65
189,Laptop,Lenovo,193,1280.23,Lyon,Model-279
190,Desktop,Logitech,121,1227.55,Marseille,Model-149
191,Accessory,HP,50,1324.96,Lyon,Model-436
192,Monitor,Logitech,187,1426.64,Paris,Model-117
193,Monitor,Logitech,77,1182.28,Lyon,Model-188
194,Laptop,HP,175,1017.28,Marseille,Model-440
195,Laptop,Samsung,171,954.8,Paris,Model-266
196,Monitor,Logitech,85,1137.35,Marseille,Model-113
197,Accessory,Acer,171,984.88,Paris,Model-175
198,Laptop,Acer,132,1275.15,Marseille,Model-436
199,Accessory,Samsung,91,1084.9,Paris,Model-315
200,Laptop,Dell,187,899.96,Marseille,Model-9
201,Desktop,Lenovo,122,991.61,Marseille,Model-280
202,Monitor,Samsung,174,190.38,Lyon,Model-127
203,Monitor,Acer,80,459.93,Lyon,Model-23
204,Desktop,Lenovo,75,1100.92,Marseille,Model-231
205,Laptop,Samsung,122,1450.28,Paris,Model-199
206,Desktop,Logitech,187,1241.72,Paris,Model-49
207,Monitor,Asus,25,564.87,Paris,Model-4
208,Desktop,Logitech,59,127.75,Paris,Model-270
209,Laptop,Asus,31,171.96,Paris,Model-55
210,Desktop,Logitech,64,218.69,Lyon,Model-166
211,Accessory,Dell,83,1075.4,Paris,Model-89
212,Laptop,Dell,103,943.2,Marseille,Model-218
213,Desktop,Acer,70,271.91,Marseille,Model-231
214,Accessory,Samsung,67,139.19,Marseille,Model-359
215,Accessory,Dell,140,1252.77,Marseille,Model-170
216,Desktop,Logitech,178,391.44,Paris,Model-217
217,Monitor,Lenovo,189,693.03,Lyon,Model-201
218,Monitor,Dell,14,377.29,Paris,Model-23
219,Desktop,Dell,122,284.61,Paris,Model-120
220,Laptop,Acer,122,637.61,Marseille,Model-135
221,Monitor,Lenovo,122,1296.58,Marseille,Model-80
222,Monitor,Dell,163,354.57,Marseille,Model-47
223,Accessory,Logitech,83,462.45,Paris,Model-439
224,Monitor,HP,64,1295.16,Lyon,Model-431
225,Monitor,Logitech,17,303.09,Marseille,Model-34
226,Monitor,Asus,59,357.03,Marseille,Model-375
227,Laptop,Samsung,61,1175.19,Marseille,Model-93
228,Monitor,Logitech,37,1192.06,Lyon,Model-472
229,Desktop,Dell,61,690.8,Marseille,Model-186
230,Monitor,Lenovo,153,362.49,Paris,Model-202
231,Laptop,Lenovo,81,354.26,Lyon,Model-347
232,Desktop,Dell,18,612.07,Marseille,Model-65
233,Desktop,Dell,199,1139.37,Marseille,Model-416
234,Desktop,Acer,31,246.4,Marseille,Model-216
235,Desktop,Asus,84,712.41,Marseille,Model-496
236,Laptop,Samsung,24,585.59,Lyon,Model-106
237,Laptop,Lenovo,45,1319.54,Paris,Model-267
238,Monitor,Acer,166,94.65,Marseille,Model-156
239,Monitor,Asus,145,170.38,Lyon,Model-500
240,Laptop,Samsung,81,196.27,Lyon,Model-325
241,Accessory,Samsung,24,128.14,Paris,Model-457
242,Desktop,Acer,123,684.65,Marseille,Model-412
243,Accessory,Dell,89,727.13,Marseille,Model-138
244,Accessory,Acer,64,290.23,Paris,Model-21
245,Laptop,Samsung,181,387.06,Marseille,Model-299
246,Laptop,Acer,78,936.96,Paris,Model-70
247,Monitor,Logitech,84,1324.96,Marseille,Model-415
248,Accessory,Logitech,120,1494.77,Paris,Model-222
249,Monitor,HP,80,318.31,Paris,Model-7
250,Desktop,Asus,49,263.9,Paris,Model-255
251,Desktop,Lenovo,66,1378.65,Lyon,Model-371
252,Desktop,Samsung,88,759.54,Marseille,Model-245
253,Laptop,HP,149,1150.08,Paris,Model-492
254,Accessory,Dell,144,1410.79,Paris,Model-323
255,Monitor,Lenovo,151,495.74,Marseille,Model-428
256,Accessory,HP,124,1179.05,Lyon,Model-396
257,Accessory,Lenovo,152,1461.19,Paris,Model-451
258,Monitor,Lenovo,45,1036.58,Marseille,Model-383
259,Desktop,Asus,69,433.85,Paris,Model-473
260,Laptop,Acer,192,1355.6,Lyon,Model-197
261,Desktop,Dell,112,1207.24,Paris,Model-203
262,Monitor,Acer,63,455.74,Lyon,Model-205
263,Monitor,Logitech,27,1431.41,Paris,Model-211
264,Laptop,Lenovo,80,1304.2,Paris,Model-456
265,Monitor,Logitech,174,1278.21,Paris,Model-53
266,Monitor,Samsung,199,1079.06,Lyon,Model-21
267,Monitor,Logitech,16,1375.14,Lyon,Model-490
268,Desktop,Acer,22,180.85,Lyon,Model-347
269,Monitor,Lenovo,130,68.56,Marseille,Model-457
270,Monitor,Samsung,87,763.7,Lyon,Model-386
271,Desktop,HP,133,1310.73,Paris,Model-264
272,Accessory,Logitech,85,1098.08,Marseille,Model-219
273,Laptop,Dell,34,526.74,Paris,Model-59
274,Monitor,Acer,133,444.56,Paris,Model-461
275,Desktop,Lenovo,56,1160.7,Lyon,Model-274
276,Accessory,Acer,132,557.76,Paris,Model-2
277,Laptop,Samsung,72,645.94,Marseille,Model-150
278,Laptop,Lenovo,191,395.1,Marseille,Model-226
279,Monitor,HP,19,33.03,Lyon,Model-268
280,Desktop,Acer,175,1110.34,Marseille,Model-234
281,Laptop,Asus,26,505.58,Marseille,Model-399
282,Monitor,Asus,41,632.69,Paris,Model-388
283,Desktop,Lenovo,10,938.23,Paris,Model-293
284,Laptop,Asus,181,747.34,Marseille,Model-112
285,Desktop,Dell,134,1389.61,Marseille,Model-476
286,Accessory,Samsung,35,122.75,Paris,Model-185
287,Monitor,HP,140,155.63,Lyon,Model-164
288,Desktop,Dell,130,607.1,Lyon,Model-58
289,Laptop,Logitech,166,1366.07,Paris,Model-151
290,Laptop,Asus,102,1144.62,Paris,Model-322
291,Desktop,Logitech,43,1441.69,Marseille,Model-331
292,Desktop,Lenovo,180,822.88,Lyon,Model-477
293,Monitor,Acer,165,703.89,Lyon,Model-94
294,Accessory,Dell,104,1372.87,Paris,Model-241
295,Desktop,Samsung,75,308.13,Marseille,Model-260
296,Desktop,Asus,172,295.21,Lyon,Model-317
297,Accessory,Logitech,161,1456.98,Marseille,Model-301
298,Accessory,Asus,162,837.42,Marseille,Model-434
299,Desktop,Lenovo,172,413.58,Marseille,Model-98
300,Desktop,Dell,188,1085.89,Marseille,Model-335
301,Laptop,Logitech,19,58.17,Marseille,Model-204
302,Accessory,Lenovo,124,185.08,Paris,Model-444
303,Accessory,Lenovo,98,512.96,Paris,Model-118
304,Laptop,HP,185,287.68,Marseille,Model-459
305,Accessory,Acer,32,889.76,Lyon,Model-461
306,Monitor,Samsung,60,147.99,Lyon,Model-314
307,Laptop,Samsung,36,470.97,Lyon,Model-328
308,Desktop,Lenovo,104,1071.68,Lyon,Model-216
309,Monitor,Logitech,75,972.91,Lyon,Model-131
310,Laptop,Lenovo,10,1260.81,Marseille,Model-67
311,Laptop,Lenovo,135,72.22,Lyon,Model-361
312,Accessory,Logitech,173,152.39,Lyon,Model-58
313,Monitor,Acer,92,1490.28,Lyon,Model-63
314,Accessory,Logitech,93,295.94,Paris,Model-262
315,Monitor,Dell,51,460.79,Paris,Model-467
316,Desktop,Logitech,49,560.91,Marseille,Model-46
317,Desktop,HP,184,953.79,Lyon,Model-374
318,Accessory,Dell,177,1437.11,Paris,Model-402
319,Accessory,Acer,38,776.98,Paris,Model-407
320,Desktop,Asus,94,1287.74,Lyon,Model-46
321,Accessory,Dell,87,1407.34,Paris,Model-210
322,Accessory,Logitech,186,25.47,Lyon,Model-467
323,Desktop,HP,89,161.0,Lyon,Model-93
324,Monitor,Lenovo,95,51.93,Lyon,Model-454
325,Desktop,Lenovo,200,649.51,Marseille,Model-396
326,Accessory,Acer,15,1220.49,Marseille,Model-292
327,Desktop,Logitech,64,711.7,Marseille,Model-301
328,Monitor,HP,111,995.14,Marseille,Model-231
329,Desktop,Acer,109,1104.08,Paris,Model-468
330,Accessory,Logitech,140,1462.69,Marseille,Model-188
331,Desktop,Dell,42,474.64,Marseille,Model-123
332,Desktop,Lenovo,77,1328.19,Lyon,Model-438
333,Monitor,Asus,143,1193.43,Paris,Model-209
334,Monitor,Lenovo,19,1279.14,Marseille,Model-430
335,Monitor,Asus,153,600.42,Lyon,Model-157
336,Monitor,Logitech,41,898.81,Marseille,Model-220
337,Monitor,Samsung,15,1456.15,Lyon,Model-298
338,Accessory,Logitech,43,453.55,Paris,Model-211
339,Monitor,Lenovo,90,629.71,Marseille,Model-468
340,Desktop,Asus,77,160.36,Marseille,Model-290
341,Accessory,Acer,157,264.31,Paris,Model-28
342,Accessory,Samsung,92,265.48,Lyon,Model-125
343,Monitor,Samsung,73,586.48,Paris,Model-293
344,Desktop,HP,26,575.2,Paris,Model-62
345,Laptop,HP,160,601.13,Marseille,Model-400
346,Laptop,Dell,125,53.02,Marseille,Model-295
347,Monitor,Logitech,64,268.34,Paris,Model-199
348,Accessory,Samsung,15,286.36,Marseille,Model-493
349,Monitor,HP,36,1009.01,Paris,Model-410
350,Accessory,Acer,48,562.55,Paris,Model-29
351,Monitor,Acer,83,233.08,Lyon,Model-192
352,Monitor,Dell,81,912.14,Paris,Model-73
353,Laptop,Acer,134,678.57,Paris,Model-473
354,Laptop,Lenovo,189,1136.93,Paris,Model-203
355,Desktop,Dell,173,708.97,Paris,Model-342
356,Accessory,Samsung,34,165.4,Marseille,Model-289
357,Monitor,HP,189,1341.45,Paris,Model-470
358,Accessory,Logitech,158,505.78,Paris,Model-80
359,Accessory,Samsung,172,1094.18,Paris,Model-168
360,Monitor,Asus,117,1312.08,Paris,Model-303
361,Laptop,Acer,111,29.42,Paris,Model-362
362,Desktop,Samsung,200,153.48,Marseille,Model-427
363,Accessory,Lenovo,76,322.51,Marseille,Model-62
364,Laptop,Dell,175,784.05,Lyon,Model-251
365,Accessory,Logitech,86,1367.31,Lyon,Model-60
366,Laptop,HP,155,1195.66,Lyon,Model-266
367,Monitor,Dell,35,1079.01,Lyon,Model-351
368,Monitor,Logitech,58,705.45,Paris,Model-206
369,Laptop,HP,78,70.18,Marseille,Model-409
370,Monitor,Asus,199,1358.99,Lyon,Model-272
371,Monitor,Acer,73,159.7,Marseille,Model-173
372,Laptop,Asus,112,943.05,Paris,Model-69
373,Laptop,Asus,181,337.21,Paris,Model-425
374,Monitor,Lenovo,29,390.2,Marseille,Model-378
375,Laptop,Dell,22,1212.16,Paris,Model-7
376,Desktop,Lenovo,40,679.44,Lyon,Model-361
377,Desktop,Logitech,158,294.42,Lyon,Model-242
378,Monitor,HP,190,873.81,Lyon,Model-167
379,Laptop,Asus,75,537.5,Marseille,Model-425
380,Accessory,HP,197,109.73,Lyon,Model-96
381,Accessory,Dell,101,555.89,Lyon,Model-334
382,Monitor,Asus,106,933.58,Paris,Model-495
383,Accessory,Acer,182,532.87,Marseille,Model-140
384,Accessory,Asus,165,1170.54,Paris,Model-397
385,Desktop,Asus,88,761.08,Paris,Model-2
386,Accessory,Logitech,179,363.82,Paris,Model-459
387,Accessory,HP,169,1126.54,Marseille,Model-493
388,Accessory,Asus,195,1386.95,Marseille,Model-190
389,Laptop,Samsung,115,671.91,Lyon,Model-401
390,Desktop,Lenovo,100,544.37,Lyon,Model-38
391,Laptop,Logitech,144,558.58,Paris,Model-110
392,Laptop,Acer,149,1294.64,Lyon,Model-395
393,Monitor,Samsung,33,689.27,Marseille,Model-344
394,Laptop,Dell,143,689.2,Paris,Model-335
395,Laptop,Lenovo,53,384.11,Marseille,Model-109
396,Laptop,Acer,81,1490.1,Paris,Model-229
397,Monitor,Dell,188,532.59,Marseille,Model-152
398,Desktop,Samsung,14,496.19,Lyon,Model-441
399,Laptop,Lenovo,150,1229.24,Marseille,Model-215
400,Accessory,Samsung,148,451.08,Paris,Model-404
401,Desktop,Lenovo,174,178.33,Marseille,Model-285
402,Laptop,Lenovo,61,719.42,Lyon,Model-477
403,Monitor,Lenovo,174,538.16,Lyon,Model-50
404,Desktop,Lenovo,144,632.56,Paris,Model-264
405,Accessory,Dell,116,913.71,Paris,Model-114
406,Laptop,Lenovo,183,1087.76,Lyon,Model-326
407,Accessory,Samsung,77,920.79,Marseille,Model-334
408,Monitor,Samsung,48,891.29,Paris,Model-292
409,Laptop,Asus,196,1378.28,Paris,Model-351
410,Desktop,Dell,41,490.55,Marseille,Model-84
411,Monitor,Dell,117,620.8,Lyon,Model-322
412,Monitor,Dell,89,41.28,Lyon,Model-162
413,Desktop,Logitech,101,756.57,Paris,Model-346
414,Accessory,Samsung,121,467.99,Marseille,Model-420
415,Monitor,Dell,197,748.16,Lyon,Model-255
416,Desktop,Asus,65,649.44,Lyon,Model-410
417,Desktop,Asus,111,1180.46,Marseille,Model-440
418,Accessory,Samsung,181,682.25,Paris,Model-296
419,Laptop,HP,140,716.35,Lyon,Model-59
420,Monitor,Acer,140,496.53,Lyon,Model-405
421,Accessory,Acer,162,1101.57,Lyon,Model-52
422,Laptop,Samsung,198,1258.98,Lyon,Model-175
423,Monitor,Asus,39,527.03,Lyon,Model-238
424,Monitor,Acer,194,223.63,Marseille,Model-72
425,Monitor,Acer,100,990.89,Marseille,Model-284
426,Monitor,Dell,127,901.75,Paris,Model-215
427,Desktop,Lenovo,145,958.3,Lyon,Model-314
428,Accessory,Dell,111,258.0,Lyon,Model-95
429,Accessory,Logitech,195,360.94,Marseille,Model-187
430,Laptop,HP,77,1368.57,Marseille,Model-93
431,Laptop,Logitech,148,693.96,Paris,Model-138
432,Desktop,HP,141,746.99,Marseille,Model-40
433,Accessory,Acer,153,610.0,Marseille,Model-160
434,Monitor,Logitech,125,89.41,Marseille,Model-41
435,Monitor,Samsung,145,1284.77,Lyon,Model-430
436,Accessory,Dell,135,784.51,Paris,Model-258
437,Desktop,Samsung,72,195.33,Paris,Model-68
438,Monitor,Samsung,148,114.37,Marseille,Model-140
439,Laptop,Asus,177,264.29,Paris,Model-131
440,Accessory,Lenovo,105,59.93,Paris,Model-338
441,Laptop,Asus,193,177.03,Paris,Model-143
442,Laptop,Logitech,145,665.78,Lyon,Model-246
443,Desktop,Logitech,98,390.99,Paris,Model-362
444,Desktop,Samsung,176,938.07,Marseille,Model-213
445,Accessory,Asus,121,348.72,Marseille,Model-266
446,Desktop,Dell,33,1335.07,Marseille,Model-412
447,Monitor,Asus,74,587.57,Paris,Model-492
448,Laptop,Acer,59,1229.73,Paris,Model-313
449,Accessory,HP,67,771.93,Paris,Model-320
450,Laptop,HP,36,670.9,Paris,Model-381
451,Monitor,Acer,38,865.23,Paris,Model-466
452,Accessory,Asus,51,1496.09,Marseille,Model-55
453,Desktop,Logitech,120,450.47,Lyon,Model-490
454,Monitor,Samsung,130,797.47,Marseille,Model-328
455,Laptop,Samsung,34,509.53,Paris,Model-158
456,Accessory,Asus,29,1072.17,Lyon,Model-225
457,Laptop,Logitech,123,217.68,Marseille,Model-265
458,Monitor,Asus,177,1381.27,Marseille,Model-264
459,Laptop,Lenovo,31,457.8,Paris,Model-418
460,Desktop,Dell,111,1271.93,Lyon,Model-190
461,Laptop,Acer,42,1280.4,Paris,Model-498
462,Desktop,Acer,15,266.66,Marseille,Model-23
463,Monitor,Samsung,182,26.81,Paris,Model-211
464,Monitor,Dell,84,1340.42,Paris,Model-13
465,Laptop,HP,99,1264.86,Paris,Model-412
466,Laptop,Dell,91,1407.25,Lyon,Model-187
467,Accessory,Samsung,167,1160.41,Paris,Model-281
468,Laptop,HP,78,266.63,Paris,Model-58
469,Accessory,Logitech,36,123.4,Paris,Model-192
470,Accessory,Acer,90,1179.03,Paris,Model-486
471,Desktop,Dell,167,932.32,Lyon,Model-154
472,Laptop,Logitech,175,276.18,Lyon,Model-257
473,Desktop,Logitech,161,918.48,Paris,Model-20
474,Accessory,HP,174,685.62,Lyon,Model-140
475,Accessory,Lenovo,198,1037.56,Marseille,Model-222
476,Monitor,Logitech,26,954.18,Paris,Model-467
477,Monitor,Acer,70,447.67,Paris,Model-276
478,Laptop,Lenovo,103,604.85,Lyon,Model-13
479,Desktop,Asus,185,1130.98,Lyon,Model-28
480,Desktop,Acer,147,842.66,Lyon,Model-131
481,Desktop,Samsung,155,1049.66,Marseille,Model-44
482,Monitor,Acer,84,636.65,Paris,Model-335
483,Laptop,Acer,189,424.19,Paris,Model-338
484,Laptop,Acer,62,1482.09,Marseille,Model-346
485,Desktop,Acer,74,474.63,Lyon,Model-332
486,Accessory,HP,98,171.35,Paris,Model-265
487,Monitor,Lenovo,163,371.13,Paris,Model-105
488,Laptop,Dell,106,279.93,Lyon,Model-263
489,Desktop,HP,115,896.07,Lyon,Model-489
490,Laptop,Dell,154,1410.08,Lyon,Model-404
491,Accessory,Acer,199,916.6,Lyon,Model-498
492,Laptop,Logitech,81,950.19,Marseille,Model-390
493,Monitor,Acer,102,100.28,Paris,Model-397
494,Monitor,Samsung,54,22.93,Marseille,Model-60
495,Laptop,Dell,132,40.12,Paris,Model-32
496,Accessory,Dell,144,188.89,Paris,Model-283
497,Accessory,Samsung,43,1192.57,Lyon,Model-222
498,Desktop,Asus,142,1197.18,Marseille,Model-57
499,Desktop,Acer,46,872.17,Paris,Model-15
500,Monitor,Asus,78,1234.32,Lyon,Model-481
501,Monitor,Asus,60,1080.35,Marseille,Model-187
502,Monitor,HP,21,499.66,Lyon,Model-18
503,Laptop,Dell,23,1332.86,Marseille,Model-297
504,Desktop,Acer,89,1008.32,Paris,Model-119
505,Accessory,Acer,95,720.21,Marseille,Model-467
506,Monitor,Dell,133,995.53,Lyon,Model-205
507,Laptop,Samsung,44,1048.83,Lyon,Model-448
